"text","label"
"Propose merge of Judgement Day (novel) 

This page for one of his books doesn't pass notability guidelines and should be merged here.",0
"== MojoMojo == 

 You're absolutely right, MojoMojo failed the notability test. 

 However, you are the most self-righteous motherfucker there ever has been, and you continue with the same tone even when you admit that you have no clue what the fuck you're talking about. In the future please have the common sense to go the fuck away. You are not the protector of Wikipedia, only your own ego, and your attitude is shit.",1
"Fly away and grow up from your classic bullying, threats and petulant silencing. We're all praying for you to, but in the hiatus we're laughing at you.",0
""", 31 October 2011 (UTC)
Are you fucking stupid? Do you have brain damage? I just clearly told why you have no fucking right to demand civility from people. You can't actually argue against this which is why you robotically recite some bullshit Wikipedia guidelines that went out the window the second the site decided to feature The Human Centipede on its front page.

What kind of a fucking moron thinks it's ok to attack, insult and harass people as long as no bad words are used? What kind of a supreme retard crybaby then brings down the banhammer when the target has the gall to fight back?

And you're even talking about """"damaging the community."""" Gee, I wonder how having The Human Centipede as a featured article might damage the community. I'm sure absolutely nobody will be offended by being forcibly subjected to this perfectly wholesome movie. I've already removed Wikipedia from my bookmarks bar because clearly there's no telling what kind of shit I'll have to see when I view the front page. This is no longer an encyclopedia, this is 4chan pretending to be an encyclopedia.   09:18""",1
"Criticism of stub article",0
", 19 May 2006 (UTC)
They debate, they don't vote.   Drini 05:27",0
"Please see WP:ATT and [WP:NOR]]. Any questions let me know.",0
"message on daedalus' page 

Daedalus is nothing but a filthy n!gger and a cyberstalker who sits in his mommy's basement and who fails - yet again - at trying to ban me and stop me from getting my lulz on. I have access to THOUSANDS of IPs and have many 25 sleeper accounts, so u fail u wiki-police homos. plz feel free to suck my d!ck u n!gger f@ggot. You==========> fail. anyways, u have to be watchful everywhere - i can pick and chose my announcements at will, and still edit via my sleeper accounts from IPs all across the world. u wont no when or where i will appear. my lulz is 4ever u n!gger f@gget.
Stop cyberstalking people u freak Daedalus. go back to hiding in mommy's basement and playing Call of Duty or whatever gay thing u do since it is obvious that u are unemployeed cuz u spend all day on wikipedia looking like the lozer u are. Moar lulz for me!!!! Horray for me!!! Im kool and ur a fool!!!! I shall surface again and make myself known in a month or two. HEY EVERYBODY - Daedalus is a n!gger and a f@ggot!!!!!!!!!! Look at the n!gger f@ggot! You===========> fail.",1
"This represents your immaturity and consistence at disruptive behaviour. — | talk",0
"Gay
Everyone is e-mailing me about deep shadow and you. GAY or Straight. Like two lovebirds. How sweet. Who are you darre? 

6 21 3 11  21

LOSER.
GAY ASS
BASTARD
DIE
DIE
DIE
COMMIT SUICIDE YOU JERK
LOSER

MOTHERFUCKER
Block me. ya block me. You big jerk, too scared to fight. Ur gonna block me. ust dont wanna fight do you. come, i live in maryland. 

 
I hate darrenhusted.",1
"GO SUCK A DICK YOU BITCH, YOU CANT SOTP ME CUNT BAG",1
"""

 Rutherford B. Hayes edits 

""""Please refrain from making unconstructive edits to Wikipedia, as you did at Rutherford B. Hayes with this edit."""" - NOT A CHANCE YOU LITTLE SHIT! 2.123.138.1  
P.S, Fuck you! 2.123.138.1  """,1
""" 

 I'm not arguing with you, you are clearly uninformed and need to get an education.  But I wil not be the one to do it, other than to give you this hint:  Just because something is """"common in"""" in an idealogy, does not mean that when you see it, that you can recognize the idealogy.  Many facets of fascism, communism and socialism are similar, but they are on exact opposite sides of the political spectrum (extrme right versus extrme left).  When you can figure out what makes somethign a leftist idealogy verus a right wing idealogy, you'll have made your first step towards a quasi-enlightenment when it comes to poli-sci.  My suggestion: read up on fascism, communism and whatever other ism you want THEN compare Hitler and Stalin and THEN you MAY be able to call something or someone a fascist and not look foolish.  Until then you're just another ignorant person screaming at the top ogf his lungs and not getting anyoen to listen. Good bye again.  P.S. And if everyone here eneds to allow you to edit artciles with the garbage you call editing to be considered, by you, as open minded, then I will gladly be considered close minded.  Any day.  Grow up.  """,1
"I'm Jim,a retarded idiot .",1
"And what about laws of natural justice? who the fuck is going to give me a chance to present my defense before blocking me. Never mind u probably are a downtrodden commoner of the British suburbs who has not heard of such laws. Google them at least you ignorant scurvy dog. By the way I know you guys have developed low self confidence and inferiority complex due to the abuses inflicted upon you by the nobility but don't try to take it out on us you loser dog, learn something from your American cousins, they at least have some respect for other man's dignity and that makes their citizens whether black or blue fight for the preservation of their country and constitution.",1
"Where was it before?",0
"Now let me get back to eating pussy, which I love more than life itself",1
"Common Ruhrjung: I have German grandmother, my nanny said the Willy times were the best, I like some aspects of German culture and I hope will soon speak the fluent German. Yet, factual forgery in the common history makes me mad. Especially, that Polish side made a lot of effort to clean legends and myths, but there are people on German side that want to preserve their biased version of history. Nico and Helga should be banned!  16:26, 16 Mar 2004 (UTC)",0
"What about stories like http://www.journalnow.com/news/local/article_bce53c4c-d7ea-5d6f-a030-9455f8f2a68c.html  or http://www.aoc.state.nc.us/www/public/coa/opinions/2002/unpub/010651-1.htm where a Molotov cocktail is as an incendiary device is a WMD.",0
"""

Image:Sdkyco_akari_1.jpg
I have tagged Image:Sdkyco_akari_1.jpg as , because it does not provide a fair use rationale.  If you believe the image to be acceptable for fair use according to Wikipedia policy, please provide a rationale explaining as much, in accordance with the fair use rationale guideline, on the image description page.  Please also consider using  or one of the other tags listed at Wikipedia:Image copyright tags#Fair_use.  Thank you.  Tex """,0
